"","Eagle_002_null","Eagle_004_null","Eagle_006_null","Eagle_007_null","Eagle_008_null","Eagle_012_null","Eagle_013_null","Eagle_014_null","Eagle_015_null","Eagle_020_null","Eagle_021_null","Eagle_022_null"
"CBX6",7.14966604057701,7.3902739583378,6.23495071415746,8.49216866443304,7.53155127555304,5.81854509368073,7.71846093309869,7.26797675248001,6.08792590874432,7.67659086580519,6.9594624412799,8.57983637892848
"NPTXR",3.29454741655519,2.60998316610045,2.5855085091145,2.86159963999509,3.89807507688303,2.59446276091193,2.11343854965621,2.6508208112503,3.61916496223201,2.83715794418572,3.85475863191865,3.35780962841157
"DNAL4",6.91699268458919,6.80229130664824,6.84971944463461,6.78458125852306,7.07399966558912,7.40793026069105,6.91623433465598,7.17878108508479,7.28732866671502,6.66736047857244,7.10769939357653,6.523190781756
"LOC104828617",4.68221389783654,5.13064691434743,5.28074624681556,5.6251168829429,5.65005011088449,6.10925923780466,4.78752199837997,5.34347308011096,5.57175368509309,5.12116464459629,5.33201484159104,5.15762440916843
"SUN2",8.97859322088654,8.80084437397521,8.99984860512427,9.42023414489409,9.2342916377036,7.79924403827016,8.78743209416029,8.36498926126864,8.24629631397176,9.04026870359431,8.57114127380181,8.91086515388982
"GTPBP1",10.5038683338637,10.2984910962286,10.7102309940534,10.4220085732759,10.6748350850717,10.2973638446604,10.7917665300267,10.3931998578487,10.406909630065,10.6064409903254,10.5370323145496,10.6876974359252
"JOSD1",9.92144327835248,9.80609814757986,10.5836031653071,10.1728652638946,10.156724067093,10.0212104386109,10.1449804440168,10.1365966321817,9.97690550678153,10.2843887678964,10.3249357903227,10.3874050669499
"TOMM22",8.58064821089852,8.17282615158592,8.30769124986186,8.53807137857434,8.6859377530155,8.51717316301653,8.10588323975344,8.45457165253809,8.5422378556372,8.2318107153289,8.39956091800897,7.6376636411447
"CBY1",1.12097128961951,1.82882766449825,0,2.19592486016483,2.89129558330566,0,0,1.21416287276924,1.63991691432718,0,1.69804428829843,2.02996290930222
"DMC1",6.82280851464104,7.47550761380997,6.85863053352893,7.83571184925201,7.1948119136028,7.20113965905557,7.49720971566371,6.73612990595253,7.1791184823406,7.28003756195257,6.82311767665759,6.28722455355937
