"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"R3HCC1L",28.1816941573055,1.15284954032855,0.334915784031323,3.44220725118387,0.000576988007933237,0.0289065279221998
"IL6",121.446042968401,1.15455877437647,0.243093161432322,4.74944983056591,2.0397078847449e-06,0.000281479688094796
"LOC104836833",48.3128735899911,1.16251533927351,0.358040872093193,3.24687886183821,0.00116678039989874,0.0489274211891241
"NAMPT",564.52239671261,1.17287505531978,0.232283659614508,5.04932226944526,4.43380221209592e-07,7.31577364995826e-05
"ICOSLG",48.4289373741444,1.18007770312066,0.38150820459804,3.09319089051834,0.0019801671899769,0.0707269128090574
"PAK3",150.630204812592,1.18774294550375,0.331136595029378,3.58686706130555,0.000334674835720682,0.0190991128054134
"LOC104836682",186.491934680771,1.19384571639765,0.303745458338644,3.93041503542957,8.47993561679888e-05,0.00631006973838269
"RNF213",3642.7403760009,1.19670981588068,0.270521252293184,4.42371830581251,9.7016502524828e-06,0.00109903769278126
"ADORA2B",167.52256584699,1.20103996559429,0.346172276575532,3.46948628433055,0.000521454691590496,0.0265626920078649
"TRIM65",57.5364959458892,1.20832389044775,0.237629884610155,5.08489869626489,3.67822338402819e-07,6.13576164500526e-05
"MPV17",34.0654748423012,1.222285466663,0.382113676691635,3.1987482815209,0.00138025625799874,0.0549928871297134
"ADAMTS5",349.280198573746,1.22448837199402,0.334298640205804,3.66285777064541,0.000249417040218885,0.0149162924359615
"IL21R",44.6910031333713,1.23591164478323,0.353518777406497,3.49602828412735,0.00047223864066219,0.0246343043479452
"SRGN",275.684291110882,1.2367996111733,0.416346717442808,2.97060012570698,0.00297218501426516,0.0951851656467195
"LRRC8C",31.0518725898746,1.23849259167138,0.40166388199721,3.08340542224799,0.00204646147492105,0.072413252189514
"PDGFA",23.6032454626518,1.24272219011776,0.409244576576471,3.03662470133077,0.00239243126043037,0.0808844243504075
"EIF2AK2",866.080790898597,1.24367340351522,0.2286186318774,5.43994771249509,5.32962110185847e-08,1.1236617823085e-05
"ADCY6",190.32981714826,1.25730792566162,0.402156881865239,3.12641156314451,0.00176953717566776,0.0658371919770503
"RRBP1",95.1647473945417,1.26181772141628,0.396951160387398,3.17877322788231,0.00147899752281966,0.0571276905760877
"LOC104833101",242.783288474209,1.2653069173226,0.337683175567927,3.7470238639949,0.00017894506791373,0.0113182755455434
"LOC104831205",44.5789441949763,1.26772457453725,0.383536221052837,3.3053581511995,0.000948551044742145,0.0417362459686544
"GAS7",333.301043962999,1.27554873830209,0.377548430370963,3.37850361885702,0.00072881473210558,0.0344761361377059
"ZNF516",278.635590817353,1.28396761048109,0.380683763622672,3.37279320311055,0.00074409815521224,0.034878857227791
"TTC38",44.1163633540164,1.28824309911615,0.431136716384187,2.98801528647398,0.0028079550959961,0.0904984253868808
"LOC104839469",80.6585848509444,1.29132779854524,0.352563369837958,3.66268282249158,0.000249587501892901,0.0149162924359615
"9-Sep",511.277340385169,1.29353952247672,0.437055493429146,2.9596688336476,0.00307969900521422,0.0973954810398998
"TBXA2R",48.9870764997287,1.29634604205503,0.439650103498099,2.94858577705449,0.00319231535567701,0.0999161795859319
"PIEZO1",112.64921865841,1.3042594510924,0.367102414859115,3.55284900970468,0.000381083130454882,0.0211898971439747
"LOC104838027",39.6402356790367,1.3057149889894,0.435758938708537,2.99641584601606,0.00273173625948441,0.0886063171345584
"ELK3",175.903084438728,1.31158102693768,0.371297321526148,3.5324279247334,0.000411762453140557,0.0225739427711733
"STEAP2",38.9432539651273,1.31387311994093,0.417162198042488,3.14954980606155,0.00163522232674152,0.0618516498347787
"TPD52",82.0231643180102,1.31845508231071,0.413052364691924,3.19198047272793,0.00141300885061744,0.0554249983265444
"LOC104834898",12.1863284941656,1.32813818751381,0.331656666991198,4.00455748278101,6.21336816363549e-05,0.00496415414336772
"FHAD1",94.5003243192579,1.33048218660198,0.44259307127122,3.00610712856521,0.00264615752869327,0.0875230589275013
"IRF7",236.361559423161,1.33133340316919,0.296757645130337,4.48626488656917,7.24826195655952e-06,0.000859598566410731
"ARHGAP8",156.19471881504,1.33551484675763,0.418342187493016,3.19239820100602,0.00141096669994909,0.0554249983265444
"SLC17A9",108.392008455016,1.33670249566941,0.313669984603666,4.26149316568617,2.03065565217674e-05,0.00191461818633807
"PTPRU",44.643469734632,1.34167574301181,0.402987955616526,3.3293197087223,0.00087058407743601,0.03869464654291
"SPIDR",512.044607011743,1.34329444037674,0.390465676945684,3.4402369265445,0.000581205156769127,0.0289268664910011
"AGTRAP",42.6776031023524,1.35706034857029,0.427556432956361,3.17399118330841,0.00150358257981465,0.0578298806610831
"LOC104835992",198.549847665041,1.36396208407194,0.372235558882235,3.66424445898642,0.000248069770718207,0.0149162924359615
"RFX2",214.287237449922,1.36729820942563,0.389767458223806,3.50798451891416,0.000451515323882732,0.023881542217909
"APP",1250.28175547005,1.36846390228854,0.377051414397901,3.62938275798219,0.000284099727271661,0.0164604345800909
"LOC104836043",116.086888542014,1.37080123143975,0.453298054115506,3.02406158375094,0.00249405664008552,0.0835756728399519
"SLC8B1",39.4324011363595,1.37298920199421,0.40599223261139,3.38181150206491,0.00072009538306938,0.0342666078839912
"CHST13",121.99009571637,1.37445321994138,0.353951250421573,3.88317096861316,0.00010310301873809,0.00734790527908075
"GDNF",22.9556206372103,1.38398914285743,0.423747720929597,3.26606864060838,0.00109051812197699,0.0468953685314751
"FAM60A",78.0083163857332,1.39076883121496,0.402416721689028,3.45604135279868,0.000548171216147209,0.0275537717255452
"LOC104832239",56.3172194661624,1.39079329351984,0.350079471231455,3.97279305932314,7.10347589749407e-05,0.00552269771506558
"HBEGF",123.938569543148,1.39080803842421,0.423895521911061,3.28101611490016,0.00103433834412402,0.0451185519074788
"LDHB",61.330973461236,1.39489643029936,0.410275052094691,3.39990555891129,0.000674091312964078,0.032538915557627
"COMMD4",78.1990075930662,1.39677746249361,0.354093657480879,3.94465541244278,7.99148116668056e-05,0.00603535741841845
"FADS2",29.7663657983591,1.3985160587277,0.437757344732035,3.19472894186111,0.00139962225665221,0.0554249983265444
"CASZ1",281.241738368616,1.40053522739412,0.399141598615853,3.50886811159474,0.000450018002752409,0.023881542217909
"LOC104840286",78.8965479347645,1.40099828551954,0.427546385398417,3.27683342291385,0.00104978283357134,0.0456610412997507
"IFFO1",99.0542316444762,1.40125441295525,0.44482319523152,3.15013791541588,0.00163193405043081,0.0618516498347787
"ANGPT2",601.163864239608,1.40649890694471,0.267880467253811,5.25047205331353,1.51709921245144e-07,2.84315630185345e-05
"LOC104841707",1350.59738557929,1.40711873410761,0.412541573243697,3.41085317303621,0.000647599544157803,0.0317114873558563
"ATCAY",35.1966073919468,1.41119868110388,0.420555344483398,3.35555997472191,0.00079204480538783,0.0364340610478402
"LOC104832391",9.89990897255454,1.41226848747552,0.472106577980291,2.9914187883535,0.00277684387237822,0.0898256368353525
"LOC104836663",91.928711876851,1.41401669478038,0.364689868594214,3.87731279794269,0.000105616535497354,0.00746918217366839
"SLC39A1",19.7763293902828,1.41475222339834,0.350944408449442,4.03127158984827,5.54758933693258e-05,0.00452754871691595
"RECK",181.354312368458,1.42726431719665,0.404058014066695,3.53232522931981,0.000411922407616272,0.0225739427711733
"LOC104832872",93.9241917657189,1.42993202902685,0.269436704652681,5.30711667836836,1.11372891508491e-07,2.2245269646038e-05
"NFKBIE",146.669797877564,1.43033196795327,0.435306251164767,3.28580617467834,0.0010169095827298,0.0446147036584925
"TNFRSF9",25.1263273713651,1.43269222109804,0.428190416779584,3.34592313362195,0.000820091264470584,0.0373843405245149
"SH3PXD2B",245.993453344993,1.43332544929806,0.422480661591464,3.39264155641775,0.000692221548800067,0.0331480224314985
"CDO1",18.7080831861367,1.43608266033666,0.447694984784949,3.20772559251806,0.00133789085847239,0.0538933817455457
"PRKCQ",384.287769443767,1.43725600951472,0.437787844757778,3.28299660834561,0.00102709901403496,0.0449318819396274
"LOC104836723",60.1966931831867,1.43830880168889,0.379715810601138,3.78785597421362,0.000151952886590268,0.0101614309182391
"PDGFB",141.767511382909,1.4416307144272,0.46473611225282,3.10204151650461,0.00192191002450243,0.0692983234488049
"SLAMF1",48.6983251052691,1.44569542598665,0.422424695252571,3.42237431247303,0.000620767904325117,0.0305949895703093
"SLC44A5",122.682984770665,1.44695004957975,0.461890046127449,3.13267207577037,0.00173222855717791,0.0647665751181298
"HAL",23.567623164922,1.45388728746386,0.453262780227448,3.2076035158552,0.00133845882200729,0.0538933817455457
"SNX18",106.140473200847,1.45648719205909,0.336815977604365,4.32428177077138,1.53029602806709e-05,0.00151829370627833
"MYO1B",296.665322343717,1.47237142552343,0.419469127416698,3.51008293409109,0.00044796694964523,0.0238601343705775
"LOC104840220",31.6751562804755,1.47309161683535,0.323794565824695,4.54946367948898,5.37828156704027e-06,0.000658405759577995
"CITED4",220.806747522602,1.47736395491657,0.349489964259798,4.22719993704413,2.36617403437617e-05,0.00217688011162607
"LOC104833304",31.1221840093327,1.49404246836905,0.486213180314401,3.07281359053853,0.00212050903456053,0.0739984532060431
"TNFAIP6",27.6530497133837,1.49506991780558,0.50564683044541,2.95674733388246,0.00310902769621748,0.0979150216360609
"LOC104841447",61.0699424145,1.4960940904315,0.42719294624381,3.50215073443098,0.000461518436687709,0.0243258676004147
"MYBPH",49.4592551550713,1.49663587708698,0.44909596585596,3.33255248515637,0.000860532374902781,0.0384202395618359
"LOC104833277",359.425681157178,1.49676625744486,0.480108789178658,3.11755646049605,0.00182357013842958,0.0671888220906822
"MECR",109.0600479897,1.50361813661367,0.366641727027257,4.10105567853679,4.11269579019022e-05,0.00358797253420043
"LOC104834116",84.6301086682467,1.50599049096251,0.313695227665475,4.80080778458158,1.58026894305917e-06,0.000226141674436587
"LOC104829600",13.6177170329322,1.51078557512818,0.486784129245073,3.10360483089531,0.00191178492785717,0.0692861572768966
"PSD3",107.075944004811,1.51404664124215,0.488963467309707,3.09644123225091,0.00195858680898177,0.0701583343255729
"MICALL2",66.8261481066587,1.51499663805657,0.471789618968841,3.21116993071573,0.00132195737398791,0.0535128344990304
"LOC104833183",23.4343427538641,1.51717288241519,0.327678789483226,4.63006130121477,3.65557493692147e-06,0.000458608492086511
"LRRC3C",19.8525068347708,1.5213144539662,0.501504658450485,3.03350014467793,0.00241734595351004,0.0815451368317388
"LOC104834852",23.9720329346135,1.522937090724,0.468174877228519,3.25292356509904,0.00114224217922632,0.0481645452240433
"PMEPA1",122.9126996399,1.52458879956307,0.480373507555726,3.17375703610427,0.00150479597240631,0.0578298806610831
"PVRL1",50.2256418062398,1.52709188995681,0.467202786736252,3.26858472019109,0.00108086813438782,0.0466284664096386
"ADAM8",60.8177208050756,1.53581323137422,0.396143013439659,3.87691611178232,0.000105788812077648,0.00746918217366839
"SGPP1",63.1216437329826,1.53662081670441,0.417489025442395,3.68062565255725,0.000232662371560455,0.0141272592011509
"TMEM150A",60.2350040847885,1.536795648472,0.354222026470848,4.33850956074998,1.43452245430009e-05,0.00147135478758617
"GRK1",17.1177260860837,1.53921752151527,0.50959660244399,3.02046268388228,0.00252388806365139,0.0842035622114902
"LOC104839874",35.6049985125845,1.54036875188317,0.477848731259609,3.2235488997172,0.00126612679027305,0.0516661416030777
"LOC104831050",447.607808370214,1.54100425174693,0.443905370838874,3.47147016679434,0.000517616843004588,0.0264559719757901
"CAMKK2",100.827722530937,1.5497529796507,0.398752402977401,3.88650442750695,0.000101698072619217,0.00728196576584774
"SNTA1",17.5646419884566,1.55942420972001,0.41974594828874,3.71516203093233,0.000203073524910179,0.0126338365087562
"RALGDS",212.31778286543,1.56297431436388,0.27516504682838,5.68013391373324,1.34589325463164e-08,3.29526767827552e-06
"LAMB3",23.9474782662496,1.56756711726909,0.358351480469059,4.37438437596867,1.21775646141243e-05,0.00131388885936301
"TNFAIP3",1034.1857950904,1.56785684401773,0.272539805901677,5.75276275269441,8.77966578357098e-09,2.36554264949849e-06
"IGSF9B",35.0736272663692,1.5767632296967,0.521545771051726,3.02324995659934,0.00250075593861876,0.0836155840269445
"RNF144A",278.306695971798,1.58226527764488,0.394999193467101,4.00574305926188,6.18228240525103e-05,0.00496415414336772
"LOC104835337",42.1292661785895,1.593948513224,0.435860834154,3.65701248729502,0.000255171954051439,0.0151902363235327
"P2RX4",21.8657888458734,1.60097241956048,0.476682551815074,3.3585714716522,0.000783464582022723,0.0361489129334497
"IL23R",77.7951063033932,1.60107384803955,0.381479630363057,4.19701006451065,2.70461918586037e-05,0.00247326019526268
"SOCS1",22.4295628736671,1.60890587455191,0.386921141663443,4.15822683566717,3.20727460693913e-05,0.00291535500199617
"ABCA4",135.265381784046,1.60941005093752,0.472579186314717,3.40558809516788,0.000660217087548013,0.0320194740861944
"LOC104831317",20.7496796300013,1.6128463917745,0.468708929572419,3.44104046245891,0.000579481869779636,0.0289268664910011
"LOC104831157",82.7014085735431,1.61555004445417,0.407485892472479,3.96467724232511,7.34953213544961e-05,0.0056346413038447
"LOC104828009",143.221442146803,1.6199137979392,0.468369736968344,3.45862183245347,0.000542946651940292,0.0273818278287496
"SGPL1",103.423897863876,1.62054540687886,0.45591593342939,3.55448293874959,0.000378723082678615,0.0211704802108724
"CAMK1G",8.11557866758984,1.62250529655989,0.508283977382929,3.19212363315858,0.00141230867465811,0.0554249983265444
"DDX58",1857.35817664784,1.62457685841022,0.370399762417061,4.38600945046229,1.15449107417019e-05,0.0012699401815872
