"","Eagle_002_lps","Eagle_004_lps","Eagle_006_lps","Eagle_007_lps","Eagle_008_lps","Eagle_012_lps","Eagle_013_lps","Eagle_014_lps","Eagle_015_lps","Eagle_020_lps","Eagle_021_lps","Eagle_022_lps"
"CREB3L3",47.798400601105,2.66748730300695,0,0.870770629898865,1.9386311746739,2.54257631716365,1.7694495890788,3.43792677019244,2.47569697971669,3.27514214124736,4.53935404933546,2.4790529798852
"MAP2K2",184.934288039989,144.637089318599,163.039525519923,112.039154380321,104.686083432391,175.437765884292,118.55312246828,156.998655838788,170.46942060335,153.931680638626,111.214174208719,137.174264886981
"ZBTB7A",365.885376029887,498.8201256623,489.11857655977,361.660068284662,564.141671830105,399.184481794692,585.687813985083,427.448895093927,498.676105914363,589.525585424525,636.417437716831,388.798142345329
"PIAS4",334.588804207735,516.899761827125,444.653251417972,564.259368174464,507.921367764562,498.344958164074,507.832032065616,623.410720994896,694.963509306186,487.996179045857,504.776170286103,736.278735025905
"EEF2",891.098754063457,9011.3648845137,13309.9539924446,10185.9845716803,11720.9640820784,14296.9066314112,12018.9863338178,14261.6662183483,15561.1702015078,11767.5857135018,8641.56830371991,15147.0137070986
"DAPK3",109.25348708824,131.299652803564,177.861300567189,137.581759524021,168.660912196629,155.097155346982,135.362893564528,176.480240869879,165.164355646814,173.58253348611,142.0817817442,211.13267878689
"NMRK2",90.4755439949487,93.954830561467,74.1088752363287,44.989815878108,56.2203040655431,33.0534921231274,51.3140380832852,35.5252432919886,36.0744417044433,52.4022742599578,67.1824399301648,34.2935662217453
"ATCAY",147.947430431992,19.2651860772724,59.287100189063,13.061559448483,17.4476805720651,27.9683394888001,12.3861471235516,6.87585354038488,10.9638009101739,26.2011371299789,28.1439951058798,11.5689139061309
"LOC104828543",19.3469716718758,0,0,0,0,0,0,0,0.353670997102385,0,0.453935404933546,0.413175496647534
"NRTN",32.4346289793212,0.296387478111883,0,0.870770629898865,0,0,0.8847247945394,0,0,0,0.453935404933546,0.826350993295067
"DUS3L",116.081830031255,82.3957189151036,74.1088752363287,141.645355796882,108.563345781738,76.2772895149093,115.014223290122,140.95499757789,98.320537194463,91.7039799549261,86.7016623423073,106.186102638416
"PRR22",1348.59773124546,1.7783248686713,0,8.70770629898865,23.2635740960868,7.62772895149093,10.6166975344728,11.4597559006415,12.3784848985835,9.82542642374208,79.8926312683041,11.5689139061309
"LOC104828584",138.273944596054,0.88916243433565,0,1.45128438316477,0,0,0,0,0.353670997102385,6.55028428249472,9.53264350360446,2.06587748323767
"RFX2",365.885376029887,280.678941771954,133.395975425392,108.846328737358,205.494904515433,99.1604763693822,160.135187811631,40.1091456522452,34.3060867189313,271.836797723531,511.585201360106,46.2756556245238
"ACSBG2",213.385716969219,941.326630483342,741.088752363287,402.586287889908,319.874143821193,475.461771309602,460.941617955028,119.181461366671,99.7352211828726,271.836797723531,779.407090270898,230.551927129324
"MLLT1",303.861260964167,266.452342822583,192.683075614455,247.298858891278,246.206159183585,216.11898695891,206.14087712768,239.508898323407,267.375273809403,262.011371299789,251.026278928251,252.863403948291
"ACER1",116.650858609839,0.592774956223767,0,2.32205501306364,1.9386311746739,0,0.8847247945394,0,2.47569697971669,0,7.71690188387028,0.826350993295067
"LOC104828550",456.92994860342,796.985928642854,963.415378072273,1106.45921372482,1017.7813667038,1243.31981909302,1137.75608577767,1354.54314745582,1718.48737492049,897.388946701777,836.149015887592,1291.99977801684
"ZNF414",50.6435434940279,12.1518866025872,14.8217750472657,8.9979631756216,13.5704182227173,20.3406105373092,14.1555967126304,8.02182913044903,5.65873595363816,26.2011371299789,24.5125118664115,13.6347913893686
"MYO1F",279.962060663615,427.98351839356,355.722601134378,193.601336714181,222.942585087498,279.683394888001,268.071612745438,51.5689015528866,29.7083637566003,206.333954898584,373.588838260308,116.928665551252
"ADAMTS10",650.399665322178,22.821835814615,29.6435500945315,42.3775039884114,42.6498858428258,17.7980342201455,32.7348173979578,9.16780472051318,9.19544592466201,32.7514214124736,58.5576672364274,12.395264899426
"ZAP70",175.260802204052,24.3037732051744,0,15.6738713381796,31.0180987947824,20.3406105373092,30.965367808879,1.14597559006415,2.12202598261431,29.4762792712262,49.4789591377565,11.1557384094834
"LOC104828586",17.0708573575375,1.18554991244753,0,0,0,0,0,0,0,0,1.36180621480064,0.413175496647534
"PRR16",515.539892197632,16.8940862523774,14.8217750472657,18.8666969811421,34.8953611441302,7.62772895149093,28.3111934252608,10.3137803105773,9.90278791886678,22.9259949887315,19.5192224121425,9.91621191954081
"HSD17B4",344.831318622257,939.251918136558,711.445202268756,1215.01528558555,837.488667459124,467.834042358111,968.773650020643,702.483036709322,593.1062621407,1172.50088656655,566.057449952132,584.64332775626
"TNFAIP8",104.132229880979,213.398984240556,177.861300567189,97.5263105486728,42.6498858428258,63.5644079290911,114.129498495583,36.6712188820527,17.3298788580169,68.7779849661946,92.1488872015098,46.6888311211713
"DMXL1",517.81600651197,5898.7035893827,4579.92848960511,7253.80960393417,5061.76599707355,2417.99007762263,5638.3511155996,2846.60336571934,3328.75142472765,5888.70556996275,2291.01198869961,2587.7181355035
"DTWD2",555.940921277137,406.347232491392,311.257275992581,346.566710699748,347.014980266628,190.693223787273,420.244277406215,296.807677826614,188.860312452674,422.493336220909,226.513767061839,182.210394021562
"SEMA6A",280.531089242199,40.3086970232161,14.8217750472657,14.5128438316477,17.4476805720651,10.1703052686546,16.8097710962486,9.16780472051318,6.01240695074054,16.3757107062368,17.7034807924083,4.54493046312287
"COMMD10",623.655322128703,414.942469356637,192.683075614455,315.218968023389,308.24235677315,190.693223787273,375.123312884706,131.787192857377,94.4301562263368,350.440209113468,221.066542202637,191.713430444456
"ARL14EPL",105.839315616732,6.81691199657332,14.8217750472657,1.74154125979773,3.8772623493478,2.54257631716365,5.3083487672364,3.43792677019244,2.82936797681908,6.55028428249472,3.17754783453482,0.413175496647534
"LOC104828599",193.469716718758,119.444153679089,14.8217750472657,25.5426051437,9.69315587336949,5.08515263432729,18.5792206853274,12.6057314907056,3.53670997102385,13.1005685649894,19.0652870072089,7.43715893965561
"AP3S1",263.460231884662,1380.86926052326,874.484727788679,1341.27702692088,1277.5579441101,630.558926656584,1197.03264701181,625.702672175025,728.208583033811,1277.30543508647,631.878083667496,585.882854246203
