GeneID,Eagle_002_null,Eagle_004_null,Eagle_006_null,Eagle_007_null,Eagle_008_null,Eagle_012_null,Eagle_013_null,Eagle_014_null,Eagle_015_null,Eagle_020_null,Eagle_021_null,Eagle_022_null
ANKMY2,2025,1484,2159,1479,1087,577,981,1241,2195,1837,1374,1730
SOSTDC1,5,6,3,4,2,0,2,2,4,2,2,2
ISPD,617,423,257,340,225,89,172,293,428,492,231,612
MEOX2,116,57,36,43,23,23,13,21,71,32,18,26
AGMO,438,264,130,109,128,81,45,69,311,124,94,129
DGKB,890,456,221,224,228,159,60,122,532,248,146,209
ETV1,198,84,42,48,52,38,22,34,105,50,27,57
ARL4A,3737,2385,4589,3372,2478,1129,1520,2767,4646,3490,3927,2254
SCIN,1019,586,390,265,210,40,164,146,161,488,169,545
LOC104838121,37,37,46,67,57,10,14,25,48,62,24,33
LOC104838122,439,247,432,332,291,95,162,172,379,388,281,289
TRNAT-UGU_2,0,0,0,0,0,0,0,0,0,1,0,0
HHIPL2,64,34,18,19,38,17,32,34,70,48,26,57
TAF1A,381,176,322,184,172,110,145,193,317,242,194,334
MIA3,8594,6985,12077,7432,6025,2730,4188,5011,8160,9504,6830,6995
LOC104838124,776,473,804,704,536,198,283,303,630,655,515,636
AIDA,1997,1497,1962,1379,1426,586,729,876,1709,1431,1150,1502
BROX,3316,2334,3412,2375,1945,974,1333,1794,3287,2653,2217,2015
DISP1,4261,3331,4823,3151,2700,1403,1709,2088,4315,3649,2776,3377
TLR5,33,26,20,13,10,8,5,13,19,14,9,34
SUSD4,57,34,18,10,13,9,8,13,45,18,16,25
LOC104838212,439,260,124,89,140,79,44,100,313,147,135,200
CAPN8,61,21,16,10,16,9,4,6,42,16,9,23
CAPN2,146,178,19,77,32,11,54,83,54,66,46,138
TP53BP2,134,120,89,72,46,14,37,39,75,56,42,90
FBXO28,2199,1541,2159,1523,1181,646,1149,1185,2196,2036,1352,1902
DEGS1,14,4,14,10,11,3,4,4,0,4,7,11
NVL,4839,3288,4914,3417,2913,1389,2179,2290,4159,4514,3065,4221
CNIH4,192,102,189,129,132,63,89,95,171,165,136,146
WDR26,6561,5235,6024,5233,3978,1660,2932,4149,6023,5601,4486,6096
CNIH3,123,56,45,23,25,22,12,14,67,31,18,32
LBR,4064,3032,5254,2967,2503,1111,1790,2040,3191,3735,2556,4211
LOC104838214,4,0,0,3,7,3,1,2,3,0,1,3
ENAH,280,292,413,181,205,48,195,200,223,436,197,348
SRP9,1317,703,929,482,550,375,332,421,1027,804,573,525
EPHX1,45,33,44,24,21,5,17,18,45,23,11,25
TMEM63A,2378,2334,3757,2430,1777,510,1430,1618,2123,2805,1618,2860
LOC104838215,8,4,1,0,2,2,1,1,11,2,5,4
SDE2,2635,1597,2836,1602,1508,761,1125,1168,2298,2306,1564,1620
H3F3A,4856,3933,6298,4000,3207,1283,2457,2622,5217,4944,3635,4089
ACBD3,1090,922,966,767,715,294,397,566,1072,904,691,630
LIN9,469,242,374,204,208,147,125,198,309,313,179,389
PARP1,411,286,217,383,196,33,155,192,107,359,134,541
LOC104838150,67,38,21,15,14,5,7,16,45,20,15,30
ITPKB,1053,1051,389,1212,527,41,441,673,296,1151,318,2203
PSEN2,5152,3664,5017,3462,3028,1335,2135,2885,4243,4945,3135,3885
ADCK3,3662,3121,4692,3139,2621,856,2071,1992,3060,3663,2255,4109
CDC42BPA,656,384,179,211,194,114,111,175,414,260,150,493
XDH,92,45,27,20,25,13,7,25,67,29,25,19
EHD3,745,416,660,556,547,170,264,304,481,551,427,633
CAPN14,40,13,14,12,10,8,5,7,20,8,9,11
GALNT14,165,81,40,37,40,33,11,39,122,47,45,66
CAPN13,91,51,29,23,22,14,15,20,77,31,27,24
LCLAT1,7257,6541,7987,5481,5163,2235,3546,4967,7677,6827,5610,5431
LBH,473,366,311,301,222,35,175,172,139,382,136,456
LOC104838159,8,3,4,2,4,0,4,5,0,4,1,13
LOC104838160,103,48,80,48,69,20,43,35,73,77,52,104
YPEL5,2670,2116,3666,2157,1749,686,1478,1993,3108,2785,1934,2386
LOC104838162,1,2,1,0,1,0,0,2,2,4,2,1
ALK,534,246,128,145,139,82,42,91,305,139,118,161
CLIP4,177,139,206,42,100,36,19,64,110,111,54,143
LOC104838164,15,6,2,2,2,0,0,5,10,6,5,3
FAM179A,70,24,28,13,22,18,17,17,58,23,22,34
WDR43,2781,1637,2484,1812,1461,822,1050,1221,2515,1921,1681,1484
TRMT61B,336,227,335,200,188,77,140,164,274,259,188,279
SPDYA,55,34,26,17,22,16,24,22,34,33,19,33
EPCAM,125,91,60,102,80,5,60,65,26,131,34,153
MSH2,388,226,219,210,174,88,109,180,284,264,175,307
KCNK12,33,22,6,6,7,5,4,13,22,14,10,18
MSH6,220,191,138,182,114,34,109,103,154,148,134,221
FBXO11,9776,7850,9978,6676,6178,2701,4688,5476,9323,8957,6312,8069
FOXN2,651,359,418,460,223,103,149,257,296,368,318,644
PPP1R21,6562,5950,8145,5425,4416,1871,2911,3573,5883,6745,4352,5681
STON1,241,230,211,306,232,94,124,168,268,329,132,426
GTF2A1L,38,22,13,1,11,6,2,7,26,12,4,13
LHCGR,52,15,14,17,13,12,5,4,32,7,6,14
FSHR,170,80,47,45,52,23,10,25,115,49,32,56
NRXN1,1161,619,317,279,309,217,91,189,719,329,245,293
TRNAG-CCC_2,2,0,0,0,0,0,0,0,0,0,0,0
DTD1,3265,2165,3714,2222,2128,888,1369,1644,3223,2567,2031,1682
SEC23B,2273,1345,1819,1343,1079,513,798,958,1642,1473,1057,1535
POLR3F,827,556,832,595,536,222,301,408,753,609,480,443
DZANK1,116,50,80,55,53,22,54,24,89,61,52,81
BIRC5,37,21,36,27,21,10,12,12,34,34,11,17
CSRP2BP,624,504,1022,351,415,102,385,762,921,674,598,890
PET117,3,1,9,2,4,1,6,4,4,4,4,4
OVOL2,145,71,91,32,91,54,42,49,120,79,68,120
MGME1,1287,889,2026,935,887,335,450,728,1541,1257,1195,929
SNX5,4384,4875,8910,5204,3619,1202,2998,3871,4993,6610,4128,4566
RRBP1,200,171,119,145,82,13,35,63,58,117,66,186
DSTN,2147,1437,1453,1246,745,179,560,680,580,1196,924,1926
LOC104838187,5616,3762,6481,4237,2813,1142,1670,2121,4177,3367,3123,3569
SYNDIG1,101,68,34,22,28,18,17,21,79,27,33,37
CST7,111,96,51,184,85,9,66,83,69,159,48,287
APMAP,463,357,309,194,189,126,182,249,475,311,202,450
ACSS1,11911,9436,13381,7631,5561,3450,5431,8522,13805,11653,8927,12004
LOC104838230,236,132,220,122,99,74,62,140,302,191,138,126
TTBK1,419,327,429,258,227,68,152,324,295,405,237,493
SLC22A7,39,23,15,9,16,10,10,11,30,16,11,19
TTL,864,537,834,536,592,220,311,361,851,601,487,610
POLR1B,268,171,191,152,94,43,84,82,190,173,135,217
PTCRA,1,1,0,0,0,0,1,0,0,0,2,2
CNPY3,341,246,303,293,277,109,107,139,291,333,214,268
GNMT,54,38,40,44,28,5,16,17,56,34,36,42
PEX6,629,466,613,502,467,194,265,341,773,494,470,338
VSX1,467,279,524,257,198,144,146,263,419,328,280,249
ENTPD6,999,560,627,548,444,331,290,457,877,577,632,448
PYGB,661,280,131,222,276,128,215,198,483,309,165,314
ABHD12,8094,9217,8094,7801,5003,1919,3710,6519,8514,9047,5062,7461
LOC104838236,145,39,40,22,51,30,45,20,115,46,53,52
PPP2R5D,2075,1700,2383,2212,1428,621,986,971,1785,2115,1256,1535
MEA1,89,73,127,156,112,21,23,36,110,100,70,83
KLHDC3,1219,887,1409,854,970,363,509,656,1377,1051,880,995
RRP36,1069,708,1126,731,697,335,349,440,792,828,555,663
LOC104838203,27,6,8,11,17,4,8,9,12,12,13,14
LOC104838237,174,70,70,83,77,33,62,60,121,113,85,146
LOC104838238,3062,2471,3776,3523,2625,936,1118,1552,3520,3174,2470,1838
SRF,1236,740,1076,1021,945,323,527,378,1071,1110,657,907
PTK7,858,726,929,671,546,196,286,409,734,905,586,665
LOC104838206,755,440,808,778,540,216,315,274,694,674,473,406
KLC4,5523,3594,5891,4458,4065,1601,2077,1961,5041,4717,3041,3681
MRPL2,364,139,266,265,296,83,109,130,282,199,193,259
LOC104838239,422,176,285,451,405,77,88,130,341,266,193,138
ACHE,31,31,52,56,31,20,19,17,55,43,42,22
LOC104838242,288,148,303,294,175,57,97,69,199,364,141,234
LOC104838243,119,65,81,90,87,21,28,43,84,51,43,116
LOC104838245,10,2,1,3,2,1,0,2,9,2,4,9
MREG,156,128,101,56,23,4,14,40,36,79,31,108
LOC104838247,89,76,61,75,31,5,26,45,36,73,31,99
LOC104838248,3,2,1,0,1,0,2,3,1,0,4,3
UBE2F,10803,8890,12084,7538,6826,3142,4272,6767,10504,9435,7511,7210
RAMP1,202,76,68,98,110,62,95,53,223,107,97,90
RBM44,23,12,6,9,7,0,3,3,10,10,5,12
LRRFIP1,2467,2010,1353,2214,1080,102,715,1145,558,2000,720,3475
RAB17,5,1,0,0,3,1,0,0,4,2,0,1
MLPH,67,46,20,119,23,8,3,18,38,94,22,30
COL6A3,92,61,38,28,45,20,7,23,82,37,38,39
LOC104838254,300,351,495,446,367,104,251,160,340,480,309,178
COPS8,3020,2371,4114,2229,1893,928,1263,1619,3153,3162,2084,1610
LOC104838256,218,201,409,296,158,109,146,113,294,255,165,239
ACKR3,5241,3173,5269,4614,3288,1967,2047,1985,5304,4181,3495,4051
IQCA1,190,102,55,51,54,39,20,49,161,66,59,69
ASB18,9,8,7,2,10,1,0,3,11,6,6,9
GBX2,6,1,0,0,0,0,1,0,1,0,2,1
AGAP1,3517,2643,3197,1806,1470,506,1224,1604,1743,2887,1959,3224
TRPM8,119,56,48,42,43,15,23,29,50,64,33,64
SPP2,13,9,4,2,0,0,2,1,3,3,7,6
ARL4C,50,48,6,29,13,1,3,11,7,29,14,22
SH3BP4,88,87,19,59,36,6,30,41,32,60,25,106
LOC104838264,33,19,3,9,10,0,4,4,18,16,11,12
LOC104838315,7,1,1,0,1,3,1,0,0,1,2,1
LOC104838317,2,3,0,3,0,0,0,0,3,0,1,2
LOC104838318,3,2,0,0,0,0,0,0,0,0,0,2
USP40,4191,3605,6385,3340,2808,1334,1847,3628,5424,4721,3886,3422
LOC104838319,9,7,0,1,8,5,0,3,5,6,2,7
TRAF3IP1,529,393,611,268,270,150,225,221,410,407,450,241
ASB1,48,35,12,44,24,2,15,17,15,49,14,84
TWIST2,4,0,1,2,1,0,0,0,1,0,1,4
LOC104838320,23,20,26,15,23,9,5,9,26,30,22,36
HDAC4,3817,2906,4185,2359,2167,1010,1448,2168,3501,3955,2230,4031
CBLN2,24,12,2,5,6,3,1,5,12,9,6,13
NETO1,198,100,36,59,50,33,13,41,131,49,38,52
FBXO15,255,225,332,222,155,78,102,132,271,197,166,214
TIMM21,955,689,1057,589,424,294,346,533,1046,680,688,719
LOC104838274,5940,4694,7075,5756,3749,2076,2755,3343,7058,6006,5153,5963
LOC104838323,64,39,62,29,33,7,19,30,45,51,24,33
FAM69C,16,8,9,2,4,1,1,4,16,4,5,12
CNDP2,685,402,399,486,215,67,319,164,447,681,325,624
CNDP1,24,8,9,9,6,2,8,7,11,10,8,9
ZNF407,12779,12255,13941,11518,8569,5147,6266,9107,15360,17958,10234,13612
ZADH2,172,180,202,222,145,45,105,142,195,203,130,201
TSHZ1,250,263,311,357,213,48,134,171,193,332,128,366
ZNF516,549,499,337,354,176,28,106,244,172,403,160,634
ZNF236,4760,3084,4757,3069,2383,1195,1600,2630,4418,4207,3208,4412
MBP,1644,1167,559,1151,719,105,643,766,560,1397,475,2288
GALR1,18,12,7,9,5,3,2,4,19,6,5,5
TDP2,1821,1191,1704,1062,1048,537,693,767,1601,1244,1018,1240
ACOT13,1600,968,1356,692,929,527,529,530,1568,1103,806,878
LOC104838285,5527,3791,6729,3591,3340,1680,2495,2546,4865,4811,3205,4768
GMNN,518,319,273,226,249,97,136,155,307,284,177,256
LOC104838287,0,0,0,0,0,0,0,0,0,0,0,0
FAM65B,1609,1000,1358,1599,926,123,661,778,454,2058,729,2496
LRRC16A,3132,3407,777,5042,1383,123,1711,2733,989,3805,1201,9704
SCGN,54,33,15,16,11,6,8,16,26,21,14,23
PARD6G,92,57,32,60,40,12,18,24,52,62,30,87
BLOC1S4,1881,1259,1843,1208,1120,587,644,935,1890,1323,1306,910
GLIPR2,2646,2494,3152,2205,2169,815,1717,3109,3628,3111,2545,2376
LOC104838292,8,0,1,0,3,1,0,0,7,3,5,0
ALG2,423,217,225,159,222,105,119,119,335,167,163,154
SEC61B,744,478,677,434,438,213,278,296,696,533,414,402
NR4A3,422,291,479,551,166,37,598,219,168,712,327,2068
STX17,5224,4585,6191,4622,3777,1691,2631,3272,5548,5791,4281,4563
ERP44,3685,3175,3849,3304,2391,1013,1569,1991,3416,3556,2276,3828
INVS,679,539,432,586,271,185,254,433,376,639,368,923
TEX10,2974,2081,2979,2161,1551,908,1161,1466,3043,2291,1731,2169
LOC104838332,99,74,110,63,41,18,25,18,60,53,29,60
MSANTD3,37,39,105,40,19,10,13,14,35,38,10,33
AHRR,172,88,81,89,56,25,26,23,109,93,55,76
LOC104838303,1537,1045,1670,980,852,425,758,817,1474,1716,995,1110
PDCD6,1074,743,1038,774,633,309,490,500,805,846,505,996
EXOC3,2440,1507,2641,1946,1512,576,1009,1422,2167,2733,1731,1938
LOC104838333,454,231,118,118,114,76,38,92,244,114,81,123
MURC,20,21,4,6,11,4,1,3,22,7,5,19
TMEFF1,121,58,30,37,32,19,11,21,88,41,35,39
LOC104838335,94,79,146,89,82,17,42,53,110,105,72,133
LOC104838336,0,0,0,0,0,0,0,0,0,0,0,0
RHOBTB3,491,883,1211,1153,496,158,1269,185,516,594,121,597
RFESD,4116,6118,10486,6693,4317,1331,5101,1584,3861,6039,2041,2735
ARSK,1614,2751,4658,2601,2157,472,1760,861,1652,2867,952,1548
TTC37,2943,4255,6226,4224,2997,800,2259,1679,2751,4757,1703,2207
FAM81B,32,25,13,17,11,8,9,9,17,10,7,7
MCTP1,1325,2502,1860,1681,693,56,700,394,320,1549,210,1023
ANKRD32,75,94,77,66,51,8,35,20,27,84,21,40
KIAA0825,120,199,139,120,97,26,59,49,59,160,58,76
FAM172A,1036,1737,1856,1721,929,136,715,389,608,2162,432,1122
ARRDC3,2675,3473,4906,4064,2643,372,2435,1300,1419,4270,1323,2713
GPR98,345,337,161,175,161,57,73,47,205,185,66,98
LYSMD3,1048,870,1651,861,737,319,634,430,901,1288,743,667
POLR3G,20,16,8,17,26,1,18,3,15,26,7,13
MBLAC2,19,33,15,38,17,6,25,15,8,35,16,39
LOC104838348,71,53,66,76,32,19,54,27,39,64,42,58
CETN3,534,590,882,579,471,156,366,183,431,851,271,291
MEF2C,2319,5001,994,6721,2014,53,2157,2091,618,6208,947,7285
TMEM161B,921,1332,1541,1028,982,301,578,481,961,1266,593,410
CCNH,452,791,1291,710,584,152,395,267,457,814,322,384
RASA1,688,996,1268,772,641,114,533,391,474,1502,388,756
LOC104838353,578,646,1058,949,788,160,341,213,560,896,288,313
EDIL3,379,394,213,195,192,62,60,44,214,228,59,103
HAPLN1,32,57,39,18,31,4,8,11,17,40,19,17
VCAN,2457,3145,1638,1236,849,35,593,526,273,3405,532,2063
XRCC4,1739,2191,2468,2089,1587,341,1041,1048,1273,2571,836,1502
TMEM167A,680,1022,1141,873,717,184,435,323,561,1001,386,469
ATP6AP1L,38,62,192,99,65,24,47,38,71,119,92,49
RPS23,839,1096,2209,1331,1130,328,636,427,737,1489,474,471
ATG10,138,264,161,182,134,21,102,64,104,269,65,217
SSBP2,16911,29593,55030,26405,23307,4816,16930,12173,20954,44803,17638,17532
ACOT12,94,94,72,72,79,25,50,32,99,108,22,74
ZCCHC9,452,506,797,484,409,111,332,189,383,540,238,238
CKMT2,25,20,34,19,23,6,7,7,22,16,6,10
RASGRF2,183,175,105,101,91,29,36,25,115,93,35,52
MSH3,1997,3150,4354,2946,2297,518,1778,1362,1894,3924,1143,2246
DHFR,117,176,345,136,134,28,88,91,127,188,69,98
ANKRD34B,7,15,7,10,4,1,6,4,1,16,4,17
FAM151B,346,416,452,555,260,71,229,240,288,565,217,345
ZFYVE16,3501,4397,6450,4439,3546,897,2660,1752,2915,5645,2256,2419
CCDC125,55,64,67,38,83,15,61,32,82,74,19,50
AK6,1079,942,1581,1147,908,282,568,437,856,1363,556,435
RAD17,2042,3363,5395,3538,2565,618,2034,1195,2276,4223,1493,1702
LOC104838380,530,261,631,400,422,187,250,192,538,526,280,491
KEAP1,1166,685,1303,1341,1159,332,433,491,1257,1158,853,1230
LOC104838419,152,165,210,162,155,46,87,88,120,190,92,154
LOC104838382,756,942,1381,880,807,230,502,372,697,1155,545,362
LOC104838420,692,596,1249,763,601,222,418,341,804,881,481,373
LOC104838383,2244,2342,4115,2668,2431,640,1904,668,1434,3984,950,1761
BDP1,6804,9085,14373,8413,7242,2020,5982,3363,7115,11914,3921,4903
MCCC2,6603,11833,20632,12468,8961,1764,7259,5078,7181,14947,5559,8574
CARTPT,2,5,9,3,7,0,4,2,1,4,2,2
MTAP,283,354,234,309,188,40,138,126,171,306,91,280
DDX58,1134,1838,2417,1763,3180,416,1217,838,1075,2533,932,1330
ACO1,913,1173,1239,1035,504,109,417,326,285,1121,345,686
DGKQ,1420,2483,2082,2998,1368,234,1199,935,824,2743,791,2240
TDRD7,2293,3661,4893,3099,2527,533,1818,1299,1853,3694,1450,1831
TMOD1,200,476,1209,181,270,32,246,158,204,576,165,140
TSTD2,1100,1703,2871,1300,1171,247,893,550,931,1453,604,689
NCBP1,2853,3984,5914,4418,3123,809,2353,1495,2515,4583,1734,1599
XPA,600,891,907,1102,764,156,521,329,525,1077,327,657
LOC104838389,12,24,24,31,19,2,21,9,15,18,5,19
FOXE1,41,30,38,29,41,14,25,24,40,34,16,11
HEMGN,1266,1874,3067,1837,1731,364,1519,1145,2218,2830,1120,1275
B4GALT1,3282,5509,8213,6347,5079,1203,3492,2223,4116,7090,2913,3103
SMU1,2990,3221,5569,4072,2617,819,1852,920,1892,3664,1238,1563
DNAJA1,1963,1957,4762,1992,2151,543,2086,759,1869,3303,1145,1632
APTX,612,648,1207,738,550,160,418,314,632,787,358,430
LOC104838395,46,38,32,16,29,13,12,14,40,32,11,16
IKBKAP,2821,2981,5030,3144,2540,629,1886,1214,2198,4206,1546,2152
TBC1D2,506,454,581,438,348,88,213,158,237,500,139,290
CORO2A,32,35,17,11,12,4,5,9,11,18,5,26
LOC104838431,1,1,0,4,2,0,0,0,0,0,1,1
LOC104838432,7,4,4,3,2,1,0,0,1,1,0,1
LOC104838433,640,16,7,4,31,159,2,135,642,3,122,188
LOC104838434,48,2,2,6,5,19,1,47,67,2,47,56
LOC104838435,140,82,61,44,51,30,9,66,112,44,77,117
LINGO2,2,1,3,0,5,1,1,0,1,3,0,0
LOC104838399,339,476,613,454,378,77,343,190,324,693,271,278
LOC104838436,3,14,5,10,6,1,0,0,0,6,0,1
MOB3B,122,211,93,182,133,24,37,32,63,142,30,46
LOC104838438,23,22,5,12,6,3,1,7,14,15,3,16
TEK,71,89,34,58,42,10,39,38,42,54,22,164
IFT74,330,531,544,370,374,103,269,223,282,518,183,344
PLAA,2247,3678,5494,3633,3009,736,2089,1091,2424,4291,1426,1871
LOC104838402,94,122,189,124,120,32,97,52,76,110,59,71
CAAP1,301,376,463,331,270,102,185,149,306,434,175,235
ELAVL2,50,55,36,27,42,11,4,5,40,30,13,10
TOPORS,2201,2783,4897,2406,2423,552,1423,918,2017,3156,1280,1071
TMEM215,0,0,0,0,0,0,0,0,0,2,0,0
LOC104838440,47,48,15,28,15,8,8,4,25,30,14,6
LPAR1,56,44,26,18,16,9,12,2,37,23,12,17
MUSK,57,47,27,13,23,8,11,2,35,37,12,20
SVEP1,131,129,71,52,75,11,30,13,86,82,27,48
LOC104838442,3315,3939,7481,5274,4121,1204,2609,1303,3170,5917,1984,2838
PTGR1,421,710,825,689,665,165,509,222,450,983,236,538
SMC2,197,260,312,251,238,59,129,82,188,257,99,161
KIAA0368,2814,3567,4808,3955,3196,668,2166,1475,2998,4038,1718,2414
DNAJC25,570,497,930,506,530,191,319,216,451,715,288,370
GNG10,16,24,10,9,18,2,2,3,11,14,8,13
LOC104838445,66,57,26,20,15,5,8,8,30,17,17,27
UGCG,481,550,1170,583,383,129,327,202,305,1099,263,499
SUSD1,7251,9971,14186,12291,7702,1933,5897,3684,7128,13801,5068,6625
PTBP3,96,122,164,89,55,9,30,37,49,126,26,94
LOC104838412,81,132,104,83,53,3,36,29,26,86,24,69
LOC104838449,958,1207,1716,1116,766,153,557,405,596,1324,424,859
LOC104838413,121,261,148,100,73,12,37,48,47,127,44,100
KIAA1958,93,180,109,116,49,6,34,25,27,95,23,90
INIP,917,1248,1707,1171,865,239,566,402,763,1236,451,602
SNX30,535,647,676,744,456,73,354,186,308,663,186,540
SLC46A2,24,28,31,46,28,1,15,8,17,43,14,28
LOC104838417,17,33,12,15,12,3,26,24,41,24,9,23
PALM2,113,118,64,54,66,24,11,30,62,65,24,44
CNOT3,1140,864,1582,990,899,363,435,629,1099,1092,716,1316
LOC104838452,17,20,7,32,14,1,3,7,4,23,12,51
LOC104838453,3,1,0,1,0,0,0,0,0,0,0,0
TMEM123,372,298,165,271,168,19,161,202,107,339,110,806
BIRC2,9102,4529,7088,4366,4147,2200,2827,3649,8042,5466,4546,6847
YAP1,3535,3517,4662,2963,2549,839,2489,3316,4313,4043,2986,3861
LOC104838457,54,34,13,11,9,2,2,13,17,10,17,12
KIAA1377,118,59,28,25,29,30,14,27,61,30,34,44
ANGPTL5,31,9,12,2,13,5,2,2,17,4,6,8
TRPC6,67,36,19,33,29,13,5,16,53,25,28,32
PGR,80,50,29,30,22,23,5,15,50,31,18,33
ARHGAP42,539,280,144,191,177,63,57,104,333,197,105,317
CNTN5,614,325,158,130,139,93,59,96,375,172,114,172
CCDC82,2173,1723,2762,2395,1557,558,1074,1110,1821,2325,1384,2105
MAML2,199,144,47,65,63,20,32,47,102,95,47,122
MTMR2,436,260,231,211,207,64,148,151,290,268,160,318
CEP57,1418,1102,1592,919,797,259,811,1032,1526,1373,975,1581
FAM76B,566,467,661,362,353,122,313,356,510,509,336,795
SESN3,271,271,249,155,137,45,97,135,149,182,134,232
ENDOD1,574,387,576,480,404,207,390,366,797,588,355,528
CWC15,3053,1951,2674,1893,1699,1033,861,1335,3110,2269,2153,1741
AMOTL1,108,66,30,29,36,14,9,18,60,23,21,54
FUT4,9,3,7,2,7,4,1,6,10,4,6,3
LOC104838502,12,1,0,4,1,1,1,2,8,2,3,3
ANKRD49,1004,571,915,611,566,315,366,410,972,767,608,545
MRE11A,2269,1879,2333,1511,1435,615,939,1381,1899,1927,1515,2012
GPR83,91,71,114,74,121,49,35,50,119,69,72,110
PANX1,344,192,135,157,118,17,62,92,81,169,108,356
HEPHL1,67,37,27,15,22,11,12,21,47,22,13,39
LOC104838471,19,12,9,5,4,6,2,9,18,9,6,6
LOC104838506,16,17,19,10,9,5,5,10,16,17,6,9
VSTM5,22,7,15,11,11,4,17,17,13,12,21,20
MED17,1548,1164,1344,975,796,364,636,787,1354,1185,1029,974
LOC104838474,399,227,345,277,184,79,97,154,226,228,126,231
TAF1D,1112,765,582,523,676,242,458,398,822,633,416,717
LOC104838477,544,491,243,279,453,192,252,230,535,293,259,396
CEP295,12893,10363,13376,9614,8511,3909,6189,6249,11162,13295,8369,11181
SMCO4,4,4,3,5,2,0,2,3,1,4,4,13
CCDC67,112,62,28,27,37,15,15,23,65,35,25,40
SLC36A4,507,294,209,182,160,67,96,154,252,251,162,317
MTNR1B,67,46,27,23,17,10,14,20,37,29,17,25
FAT3,738,383,203,182,226,126,58,148,526,203,137,232
LOC104838483,76,70,58,52,45,20,28,41,84,67,50,90
CHORDC1,2548,1426,3347,1733,1370,787,1268,1429,2630,2129,1584,2704
LOC104838485,118,38,61,29,41,14,45,36,85,41,54,46
LOC104838486,84,35,19,23,22,12,4,18,41,24,10,31
NOX4,252,129,73,68,53,39,28,47,162,76,49,76
TYR,130,56,16,27,18,21,7,28,79,35,17,33
GRM5,650,355,165,146,169,102,49,95,424,188,139,172
CTSC,664,943,1194,758,125,151,269,220,249,657,329,389
RAB38,45,16,22,10,19,8,4,10,35,16,8,8
TMEM135,903,435,148,431,254,56,164,238,310,417,148,682
FZD4,27,8,5,0,5,2,1,3,7,3,2,9
PRSS23,5,7,2,1,0,1,1,0,5,3,1,1
ME3,267,141,62,62,75,37,28,40,186,71,58,92
LOC104838511,11,4,8,5,11,0,0,2,14,9,4,12
SP7,3,3,0,2,2,0,1,3,6,1,2,3
GPC6,19,6,4,5,11,2,1,4,14,3,3,6
DCT,39,18,13,10,15,5,11,10,22,25,14,27
TRNAF-GAA_6,0,0,0,0,0,0,0,0,0,1,0,0
TGDS,1954,1334,2240,1409,1221,514,764,1125,1683,1634,1111,1185
GPR180,1014,767,1008,710,578,270,340,494,761,780,577,904
ABCC4,13008,9145,11893,7430,4747,2795,4666,6710,9134,10963,7573,8309
CLDN10,104,52,23,22,27,12,9,21,70,24,22,53
DZIP1,91,38,32,19,24,21,6,16,55,18,15,32
DNAJC3,6576,5053,7095,4887,3862,1696,2882,3628,6200,5902,4642,5493
LOC104838517,132,80,93,65,59,17,56,41,103,90,81,97
UGGT2,359,275,227,207,221,79,145,134,264,262,170,302
HS6ST3,797,413,212,194,233,141,57,142,484,236,151,242
LOC104838548,2,1,0,0,1,0,0,0,0,0,1,0
LOC104838549,1,4,0,0,1,1,1,1,0,1,0,1
MBNL2,167,136,70,44,40,29,22,49,110,66,50,162
IPO5,1048,660,988,566,517,133,427,620,838,780,471,834
FARP1,388,197,95,132,112,52,43,75,235,155,87,171
STK24,183,146,50,103,74,28,47,65,114,127,26,179
SLC15A1,46,38,10,19,14,8,5,10,30,28,8,25
DOCK9,767,707,384,877,280,99,251,443,335,569,279,1630
UBAC2,4293,4119,5314,4282,3283,999,2149,2443,3846,4945,2987,3812
GPR18,0,0,0,0,0,0,0,0,0,0,0,0
GPR183,0,0,0,0,0,0,0,0,0,0,0,0
LOC104838553,7,6,0,15,10,0,9,1,2,9,0,15
TM9SF2,2703,1895,3100,2131,1677,608,1147,1533,2308,2442,1965,2256
CLYBL,835,693,242,217,202,191,319,162,561,851,541,341
ZIC2,4,2,0,2,7,0,0,2,6,6,0,7
PCCA,4779,3126,3694,3046,1942,1009,1678,2756,3687,4018,2815,4484
GGACT,9,9,10,6,5,0,0,1,3,11,7,10
TMTC4,169,113,73,89,61,16,39,74,87,104,44,160
NALCN,574,309,148,111,139,91,47,84,355,186,141,145
ITGBL1,375,162,107,75,99,68,39,68,209,99,76,94
FGF14,954,473,241,219,265,151,95,163,565,267,194,274
TPP2,5504,4134,5387,3542,3654,1687,2382,2776,5742,4668,3341,4506
METTL21C,271,218,276,214,199,68,114,140,250,224,189,221
TEX30,46,37,48,24,9,9,22,9,25,38,13,27
KDELC1,328,183,298,182,145,81,112,128,278,210,159,202
BIVM,653,296,699,439,338,166,298,279,490,525,460,532
LOC104838532,4818,3336,5329,3053,2975,1476,1527,2220,4433,3657,2658,2630
LOC104838535,173,138,193,131,110,82,106,138,207,252,125,78
SLC10A2,22,16,2,5,4,1,1,4,14,5,2,4
EFNB2,37,46,14,8,16,6,3,10,30,26,7,11
ARGLU1,6863,4725,8650,5446,3605,2126,3122,4207,6396,7555,5216,6609
FAM155A,145,110,57,31,45,25,18,37,104,49,35,39
LIG4,220,84,101,78,77,34,46,61,132,109,85,90
ABHD13,891,747,1036,792,719,287,477,584,972,1001,726,668
TNFSF13B,285,362,297,380,272,95,224,243,392,438,242,557
LOC104838562,15,8,10,8,8,5,3,7,1,4,5,19
